Idea ID,Stage,Primary user(s),Sub-domain,Description,AI Mode,Actionability,KPIs,Risks,Integrations / data sources,Column1,AI Prompt
AGR-CEREAL-063,H,Plant QA,Incoming Lot Classification,"This backlog item targets Incoming Lot Classification in stage H, solving: Incoming lots aren�t classified fast enough; bad grain enters production. It uses Classification + Anomaly and runs in Execute-with-approval mode, measuring success via Reject accuracy; Contamination incidents and mitigating risks such as Food safety with integrations like Lab tests; NIR sensors; intake logs.",Classification + Anomaly,Execute-with-approval,Reject accuracy; Contamination incidents,Food safety,Lab tests; NIR sensors; intake logs,#N/A,You are GitHub Copilot (GPT-5.2) acting as a coding agent in the 'yam_agri_core' repo (Frappe/ERPNext v16). Follow platform rules: Site isolation by default; high-risk actions require QA Manager approval; AI is assistive only (no unsupervised accept/reject/recall/customer comms); never commit secrets. Implement backlog item AGR-CEREAL-063 (Stage H) for users: Plant QA. Feature: Incoming Lot Classification. AI mode: Classification + Anomaly. Actionability: Execute-with-approval. Deliver an MVP that includes: (1) Frappe DocTypes/fields/workflows/permissions needed (Site-linked + permission rules); (2) server-side controllers/validations/background jobs as appropriate; (3) sample data (fixtures/seed data) for a quick demo; (4) at least one Report (query/script report) and one Dashboard/Chart aligned to KPIs (Reject accuracy; Contamination incidents); (5) minimal tests or smoke checks; (6) short docs/runbook updates. Integrations to stub or mock: Lab tests; NIR sensors; intake logs. Risks to mitigate: Food safety. Keep scope tight; do not add extra pages/features beyond the backlog item.
AGR-CEREAL-064,H,Plant ops,Process Parameter Optimization,"This backlog item targets Process Parameter Optimization in stage H, solving: Process parameters tuned manually reduce yield and increase energy. It uses Optimization and runs in Propose-only mode, measuring success via Yield; Energy/ton; Throughput and mitigating risks such as Process stability with integrations like SCADA; batch records.",Optimization,Propose-only,Yield; Energy/ton; Throughput,Process stability,SCADA; batch records,#N/A,You are GitHub Copilot (GPT-5.2) acting as a coding agent in the 'yam_agri_core' repo (Frappe/ERPNext v16). Follow platform rules: Site isolation by default; high-risk actions require QA Manager approval; AI is assistive only (no unsupervised accept/reject/recall/customer comms); never commit secrets. Implement backlog item AGR-CEREAL-064 (Stage H) for users: Plant ops. Feature: Process Parameter Optimization. AI mode: Optimization. Actionability: Propose-only. Deliver an MVP that includes: (1) Frappe DocTypes/fields/workflows/permissions needed (Site-linked + permission rules); (2) server-side controllers/validations/background jobs as appropriate; (3) sample data (fixtures/seed data) for a quick demo; (4) at least one Report (query/script report) and one Dashboard/Chart aligned to KPIs (Yield; Energy/ton; Throughput); (5) minimal tests or smoke checks; (6) short docs/runbook updates. Integrations to stub or mock: SCADA; batch records. Risks to mitigate: Process stability. Keep scope tight; do not add extra pages/features beyond the backlog item.
AGR-CEREAL-065,H,Maintenance,Packaging Line PdM,"This backlog item targets Packaging Line PdM in stage H, solving: Packaging line failures cause rework and missed shipments. It uses Predictive maintenance and runs in Propose-only mode, measuring success via Downtime; Defect rate and mitigating risks such as False positives with integrations like PLC/SCADA; CMMS.",Predictive maintenance,Propose-only,Downtime; Defect rate,False positives,PLC/SCADA; CMMS,#N/A,You are GitHub Copilot (GPT-5.2) acting as a coding agent in the 'yam_agri_core' repo (Frappe/ERPNext v16). Follow platform rules: Site isolation by default; high-risk actions require QA Manager approval; AI is assistive only (no unsupervised accept/reject/recall/customer comms); never commit secrets. Implement backlog item AGR-CEREAL-065 (Stage H) for users: Maintenance. Feature: Packaging Line PdM. AI mode: Predictive maintenance. Actionability: Propose-only. Deliver an MVP that includes: (1) Frappe DocTypes/fields/workflows/permissions needed (Site-linked + permission rules); (2) server-side controllers/validations/background jobs as appropriate; (3) sample data (fixtures/seed data) for a quick demo; (4) at least one Report (query/script report) and one Dashboard/Chart aligned to KPIs (Downtime; Defect rate); (5) minimal tests or smoke checks; (6) short docs/runbook updates. Integrations to stub or mock: PLC/SCADA; CMMS. Risks to mitigate: False positives. Keep scope tight; do not add extra pages/features beyond the backlog item.
AGR-CEREAL-066,H,Compliance,HACCP Evidence Builder,"This backlog item targets HACCP Evidence Builder in stage H, solving: HACCP evidence is scattered and painful to compile for audits. It uses RAG-docs + Evidence automation and runs in Read-only mode, measuring success via Audit prep time; Findings reduced and mitigating risks such as Evidence integrity with integrations like QMS; SOPs; logs.",RAG-docs + Evidence automation,Read-only,Audit prep time; Findings reduced,Evidence integrity,QMS; SOPs; logs,H,You are GitHub Copilot (GPT-5.2) acting as a coding agent in the 'yam_agri_core' repo (Frappe/ERPNext v16). Follow platform rules: Site isolation by default; high-risk actions require QA Manager approval; AI is assistive only (no unsupervised accept/reject/recall/customer comms); never commit secrets. Implement backlog item AGR-CEREAL-066 (Stage H) for users: Compliance. Feature: HACCP Evidence Builder. AI mode: RAG-docs + Evidence automation. Actionability: Read-only. Deliver an MVP that includes: (1) Frappe DocTypes/fields/workflows/permissions needed (Site-linked + permission rules); (2) server-side controllers/validations/background jobs as appropriate; (3) sample data (fixtures/seed data) for a quick demo; (4) at least one Report (query/script report) and one Dashboard/Chart aligned to KPIs (Audit prep time; Findings reduced); (5) minimal tests or smoke checks; (6) short docs/runbook updates. Integrations to stub or mock: QMS; SOPs; logs. Risks to mitigate: Evidence integrity. Keep scope tight; do not add extra pages/features beyond the backlog item.
AGR-CEREAL-067,H,Production planner,Batch Scheduling with Constraints,"This backlog item targets Batch Scheduling with Constraints in stage H, solving: Batch scheduling ignores quality constraints and changeover losses. It uses Scheduling optimization and runs in Propose-only mode, measuring success via Throughput; Changeover time; OEE and mitigating risks such as Operational constraints with integrations like ERP/MES; inventory; specs.",Scheduling optimization,Propose-only,Throughput; Changeover time; OEE,Operational constraints,ERP/MES; inventory; specs,#N/A,You are GitHub Copilot (GPT-5.2) acting as a coding agent in the 'yam_agri_core' repo (Frappe/ERPNext v16). Follow platform rules: Site isolation by default; high-risk actions require QA Manager approval; AI is assistive only (no unsupervised accept/reject/recall/customer comms); never commit secrets. Implement backlog item AGR-CEREAL-067 (Stage H) for users: Production planner. Feature: Batch Scheduling with Constraints. AI mode: Scheduling optimization. Actionability: Propose-only. Deliver an MVP that includes: (1) Frappe DocTypes/fields/workflows/permissions needed (Site-linked + permission rules); (2) server-side controllers/validations/background jobs as appropriate; (3) sample data (fixtures/seed data) for a quick demo; (4) at least one Report (query/script report) and one Dashboard/Chart aligned to KPIs (Throughput; Changeover time; OEE); (5) minimal tests or smoke checks; (6) short docs/runbook updates. Integrations to stub or mock: ERP/MES; inventory; specs. Risks to mitigate: Operational constraints. Keep scope tight; do not add extra pages/features beyond the backlog item.
AGR-CEREAL-068,H,Product dev,Formulation Optimizer,"This backlog item targets Formulation Optimizer in stage H, solving: Reformulation to meet cost and quality targets is slow and experimental. It uses Optimization + Simulation and runs in Propose-only mode, measuring success via Time-to-formulate; Quality pass rate and mitigating risks such as Brand/sensory impacts with integrations like Recipe DB; quality outcomes.",Optimization + Simulation,Propose-only,Time-to-formulate; Quality pass rate,Brand/sensory impacts,Recipe DB; quality outcomes,H,You are GitHub Copilot (GPT-5.2) acting as a coding agent in the 'yam_agri_core' repo (Frappe/ERPNext v16). Follow platform rules: Site isolation by default; high-risk actions require QA Manager approval; AI is assistive only (no unsupervised accept/reject/recall/customer comms); never commit secrets. Implement backlog item AGR-CEREAL-068 (Stage H) for users: Product dev. Feature: Formulation Optimizer. AI mode: Optimization + Simulation. Actionability: Propose-only. Deliver an MVP that includes: (1) Frappe DocTypes/fields/workflows/permissions needed (Site-linked + permission rules); (2) server-side controllers/validations/background jobs as appropriate; (3) sample data (fixtures/seed data) for a quick demo; (4) at least one Report (query/script report) and one Dashboard/Chart aligned to KPIs (Time-to-formulate; Quality pass rate); (5) minimal tests or smoke checks; (6) short docs/runbook updates. Integrations to stub or mock: Recipe DB; quality outcomes. Risks to mitigate: Brand/sensory impacts. Keep scope tight; do not add extra pages/features beyond the backlog item.
AGR-CEREAL-069,H,QA,Label/Allergen Compliance,"This backlog item targets Label/Allergen Compliance in stage H, solving: Allergen and labeling checks miss edge cases during changes. It uses Rules + Document AI and runs in Execute-with-approval mode, measuring success via Label compliance; Recall prevention and mitigating risks such as Regulatory fines with integrations like Label templates; ingredient system.",Rules + Document AI,Execute-with-approval,Label compliance; Recall prevention,Regulatory fines,Label templates; ingredient system,H,You are GitHub Copilot (GPT-5.2) acting as a coding agent in the 'yam_agri_core' repo (Frappe/ERPNext v16). Follow platform rules: Site isolation by default; high-risk actions require QA Manager approval; AI is assistive only (no unsupervised accept/reject/recall/customer comms); never commit secrets. Implement backlog item AGR-CEREAL-069 (Stage H) for users: QA. Feature: Label/Allergen Compliance. AI mode: Rules + Document AI. Actionability: Execute-with-approval. Deliver an MVP that includes: (1) Frappe DocTypes/fields/workflows/permissions needed (Site-linked + permission rules); (2) server-side controllers/validations/background jobs as appropriate; (3) sample data (fixtures/seed data) for a quick demo; (4) at least one Report (query/script report) and one Dashboard/Chart aligned to KPIs (Label compliance; Recall prevention); (5) minimal tests or smoke checks; (6) short docs/runbook updates. Integrations to stub or mock: Label templates; ingredient system. Risks to mitigate: Regulatory fines. Keep scope tight; do not add extra pages/features beyond the backlog item.
AGR-CEREAL-070,H,Finance,Yield Loss RCA Copilot,"This backlog item targets Yield Loss RCA Copilot in stage H, solving: Yield loss root causes are unclear across intake quality and process settings. It uses Analytics copilot and runs in Read-only mode, measuring success via Yield variance explained; Corrective action rate and mitigating risks such as Wrong causality with integrations like Intake QC; process logs; batch yields.",Analytics copilot,Read-only,Yield variance explained; Corrective action rate,Wrong causality,Intake QC; process logs; batch yields,H,You are GitHub Copilot (GPT-5.2) acting as a coding agent in the 'yam_agri_core' repo (Frappe/ERPNext v16). Follow platform rules: Site isolation by default; high-risk actions require QA Manager approval; AI is assistive only (no unsupervised accept/reject/recall/customer comms); never commit secrets. Implement backlog item AGR-CEREAL-070 (Stage H) for users: Finance. Feature: Yield Loss RCA Copilot. AI mode: Analytics copilot. Actionability: Read-only. Deliver an MVP that includes: (1) Frappe DocTypes/fields/workflows/permissions needed (Site-linked + permission rules); (2) server-side controllers/validations/background jobs as appropriate; (3) sample data (fixtures/seed data) for a quick demo; (4) at least one Report (query/script report) and one Dashboard/Chart aligned to KPIs (Yield variance explained; Corrective action rate); (5) minimal tests or smoke checks; (6) short docs/runbook updates. Integrations to stub or mock: Intake QC; process logs; batch yields. Risks to mitigate: Wrong causality. Keep scope tight; do not add extra pages/features beyond the backlog item.
AGR-CEREAL-071,H,Risk,Provenance Query during Incidents,"This backlog item targets Provenance Query during Incidents in stage H, solving: Supplier/lot provenance not queryable during incidents. It uses Traceability graph + RAG and runs in Read-only mode, measuring success via Time-to-trace; Containment time and mitigating risks such as Data completeness with integrations like Lot lineage; ERP/MES.",Traceability graph + RAG,Read-only,Time-to-trace; Containment time,Data completeness,Lot lineage; ERP/MES,H,You are GitHub Copilot (GPT-5.2) acting as a coding agent in the 'yam_agri_core' repo (Frappe/ERPNext v16). Follow platform rules: Site isolation by default; high-risk actions require QA Manager approval; AI is assistive only (no unsupervised accept/reject/recall/customer comms); never commit secrets. Implement backlog item AGR-CEREAL-071 (Stage H) for users: Risk. Feature: Provenance Query during Incidents. AI mode: Traceability graph + RAG. Actionability: Read-only. Deliver an MVP that includes: (1) Frappe DocTypes/fields/workflows/permissions needed (Site-linked + permission rules); (2) server-side controllers/validations/background jobs as appropriate; (3) sample data (fixtures/seed data) for a quick demo; (4) at least one Report (query/script report) and one Dashboard/Chart aligned to KPIs (Time-to-trace; Containment time); (5) minimal tests or smoke checks; (6) short docs/runbook updates. Integrations to stub or mock: Lot lineage; ERP/MES. Risks to mitigate: Data completeness. Keep scope tight; do not add extra pages/features beyond the backlog item.
AGR-CEREAL-072,I,Demand planner,Retail Demand Forecast,"This backlog item targets Retail Demand Forecast in stage I, solving: Forecasts are inaccurate during promotions and seasonality. It uses Forecasting and runs in Read-only mode, measuring success via Forecast error; Stockouts %; Waste % and mitigating risks such as Data drift with integrations like POS; promotions; shipments.",Forecasting,Read-only,Forecast error; Stockouts %; Waste %,Data drift,POS; promotions; shipments,I,You are GitHub Copilot (GPT-5.2) acting as a coding agent in the 'yam_agri_core' repo (Frappe/ERPNext v16). Follow platform rules: Site isolation by default; high-risk actions require QA Manager approval; AI is assistive only (no unsupervised accept/reject/recall/customer comms); never commit secrets. Implement backlog item AGR-CEREAL-072 (Stage I) for users: Demand planner. Feature: Retail Demand Forecast. AI mode: Forecasting. Actionability: Read-only. Deliver an MVP that includes: (1) Frappe DocTypes/fields/workflows/permissions needed (Site-linked + permission rules); (2) server-side controllers/validations/background jobs as appropriate; (3) sample data (fixtures/seed data) for a quick demo; (4) at least one Report (query/script report) and one Dashboard/Chart aligned to KPIs (Forecast error; Stockouts %; Waste %); (5) minimal tests or smoke checks; (6) short docs/runbook updates. Integrations to stub or mock: POS; promotions; shipments. Risks to mitigate: Data drift. Keep scope tight; do not add extra pages/features beyond the backlog item.
AGR-CEREAL-073,I,DC manager,Allocation Optimization,"This backlog item targets Allocation Optimization in stage I, solving: Inventory allocation is reactive and causes shortages. It uses Optimization and runs in Propose-only mode, measuring success via Service level; Transport cost and mitigating risks such as Fairness across customers with integrations like WMS; TMS; demand.",Optimization,Propose-only,Service level; Transport cost,Fairness across customers,WMS; TMS; demand,#N/A,You are GitHub Copilot (GPT-5.2) acting as a coding agent in the 'yam_agri_core' repo (Frappe/ERPNext v16). Follow platform rules: Site isolation by default; high-risk actions require QA Manager approval; AI is assistive only (no unsupervised accept/reject/recall/customer comms); never commit secrets. Implement backlog item AGR-CEREAL-073 (Stage I) for users: DC manager. Feature: Allocation Optimization. AI mode: Optimization. Actionability: Propose-only. Deliver an MVP that includes: (1) Frappe DocTypes/fields/workflows/permissions needed (Site-linked + permission rules); (2) server-side controllers/validations/background jobs as appropriate; (3) sample data (fixtures/seed data) for a quick demo; (4) at least one Report (query/script report) and one Dashboard/Chart aligned to KPIs (Service level; Transport cost); (5) minimal tests or smoke checks; (6) short docs/runbook updates. Integrations to stub or mock: WMS; TMS; demand. Risks to mitigate: Fairness across customers. Keep scope tight; do not add extra pages/features beyond the backlog item.
AGR-CEREAL-074,I,Retail ops,Expiry Waste Predictor,"This backlog item targets Expiry Waste Predictor in stage I, solving: Spoilage and expiry waste isn�t predicted early enough. It uses Prediction and runs in Propose-only mode, measuring success via Waste %; Markdown effectiveness and mitigating risks such as Pricing sensitivity with integrations like Inventory age; sales velocity.",Prediction,Propose-only,Waste %; Markdown effectiveness,Pricing sensitivity,Inventory age; sales velocity,I,You are GitHub Copilot (GPT-5.2) acting as a coding agent in the 'yam_agri_core' repo (Frappe/ERPNext v16). Follow platform rules: Site isolation by default; high-risk actions require QA Manager approval; AI is assistive only (no unsupervised accept/reject/recall/customer comms); never commit secrets. Implement backlog item AGR-CEREAL-074 (Stage I) for users: Retail ops. Feature: Expiry Waste Predictor. AI mode: Prediction. Actionability: Propose-only. Deliver an MVP that includes: (1) Frappe DocTypes/fields/workflows/permissions needed (Site-linked + permission rules); (2) server-side controllers/validations/background jobs as appropriate; (3) sample data (fixtures/seed data) for a quick demo; (4) at least one Report (query/script report) and one Dashboard/Chart aligned to KPIs (Waste %; Markdown effectiveness); (5) minimal tests or smoke checks; (6) short docs/runbook updates. Integrations to stub or mock: Inventory age; sales velocity. Risks to mitigate: Pricing sensitivity. Keep scope tight; do not add extra pages/features beyond the backlog item.
AGR-CEREAL-075,I,Pricing manager,Pricing & Promo Optimizer,"This backlog item targets Pricing & Promo Optimizer in stage I, solving: Pricing doesn�t reflect elasticity and competitor movements. It uses Optimization and runs in Propose-only mode, measuring success via Margin; Volume; Promo ROI and mitigating risks such as Brand impact with integrations like POS; competitor prices; promo calendar.",Optimization,Propose-only,Margin; Volume; Promo ROI,Brand impact,POS; competitor prices; promo calendar,#N/A,You are GitHub Copilot (GPT-5.2) acting as a coding agent in the 'yam_agri_core' repo (Frappe/ERPNext v16). Follow platform rules: Site isolation by default; high-risk actions require QA Manager approval; AI is assistive only (no unsupervised accept/reject/recall/customer comms); never commit secrets. Implement backlog item AGR-CEREAL-075 (Stage I) for users: Pricing manager. Feature: Pricing & Promo Optimizer. AI mode: Optimization. Actionability: Propose-only. Deliver an MVP that includes: (1) Frappe DocTypes/fields/workflows/permissions needed (Site-linked + permission rules); (2) server-side controllers/validations/background jobs as appropriate; (3) sample data (fixtures/seed data) for a quick demo; (4) at least one Report (query/script report) and one Dashboard/Chart aligned to KPIs (Margin; Volume; Promo ROI); (5) minimal tests or smoke checks; (6) short docs/runbook updates. Integrations to stub or mock: POS; competitor prices; promo calendar. Risks to mitigate: Brand impact. Keep scope tight; do not add extra pages/features beyond the backlog item.
AGR-CEREAL-076,I,Customer service,Complaint-to-Lot Linkage,"This backlog item targets Complaint-to-Lot Linkage in stage I, solving: Complaints aren�t linked back to lots/quality signals quickly. It uses NLP + Traceability and runs in Read-only mode, measuring success via Time-to-trace; Repeat complaint rate and mitigating risks such as Privacy with integrations like CRM; lot IDs; QA logs.",NLP + Traceability,Read-only,Time-to-trace; Repeat complaint rate,Privacy,CRM; lot IDs; QA logs,I,You are GitHub Copilot (GPT-5.2) acting as a coding agent in the 'yam_agri_core' repo (Frappe/ERPNext v16). Follow platform rules: Site isolation by default; high-risk actions require QA Manager approval; AI is assistive only (no unsupervised accept/reject/recall/customer comms); never commit secrets. Implement backlog item AGR-CEREAL-076 (Stage I) for users: Customer service. Feature: Complaint-to-Lot Linkage. AI mode: NLP + Traceability. Actionability: Read-only. Deliver an MVP that includes: (1) Frappe DocTypes/fields/workflows/permissions needed (Site-linked + permission rules); (2) server-side controllers/validations/background jobs as appropriate; (3) sample data (fixtures/seed data) for a quick demo; (4) at least one Report (query/script report) and one Dashboard/Chart aligned to KPIs (Time-to-trace; Repeat complaint rate); (5) minimal tests or smoke checks; (6) short docs/runbook updates. Integrations to stub or mock: CRM; lot IDs; QA logs. Risks to mitigate: Privacy. Keep scope tight; do not add extra pages/features beyond the backlog item.
AGR-CEREAL-077,I,Distributor,Fill-rate Anomaly Monitor,"This backlog item targets Fill-rate Anomaly Monitor in stage I, solving: Fill-rate problems are hidden until orders are missed. It uses Anomaly detection and runs in Read-only mode, measuring success via Fill-rate; Late orders and mitigating risks such as False alerts with integrations like OMS; WMS.",Anomaly detection,Read-only,Fill-rate; Late orders,False alerts,OMS; WMS,I,You are GitHub Copilot (GPT-5.2) acting as a coding agent in the 'yam_agri_core' repo (Frappe/ERPNext v16). Follow platform rules: Site isolation by default; high-risk actions require QA Manager approval; AI is assistive only (no unsupervised accept/reject/recall/customer comms); never commit secrets. Implement backlog item AGR-CEREAL-077 (Stage I) for users: Distributor. Feature: Fill-rate Anomaly Monitor. AI mode: Anomaly detection. Actionability: Read-only. Deliver an MVP that includes: (1) Frappe DocTypes/fields/workflows/permissions needed (Site-linked + permission rules); (2) server-side controllers/validations/background jobs as appropriate; (3) sample data (fixtures/seed data) for a quick demo; (4) at least one Report (query/script report) and one Dashboard/Chart aligned to KPIs (Fill-rate; Late orders); (5) minimal tests or smoke checks; (6) short docs/runbook updates. Integrations to stub or mock: OMS; WMS. Risks to mitigate: False alerts. Keep scope tight; do not add extra pages/features beyond the backlog item.
AGR-CEREAL-078,I,Retail compliance,Recall Execution Automation,"This backlog item targets Recall Execution Automation in stage I, solving: Recall execution is slow and inconsistent across channels. It uses Workflow automation and runs in Execute-with-approval mode, measuring success via Time-to-remove; % units recovered and mitigating risks such as Public safety with integrations like POS; inventory; alerts; comms.",Workflow automation,Execute-with-approval,Time-to-remove; % units recovered,Public safety,POS; inventory; alerts; comms,I,You are GitHub Copilot (GPT-5.2) acting as a coding agent in the 'yam_agri_core' repo (Frappe/ERPNext v16). Follow platform rules: Site isolation by default; high-risk actions require QA Manager approval; AI is assistive only (no unsupervised accept/reject/recall/customer comms); never commit secrets. Implement backlog item AGR-CEREAL-078 (Stage I) for users: Retail compliance. Feature: Recall Execution Automation. AI mode: Workflow automation. Actionability: Execute-with-approval. Deliver an MVP that includes: (1) Frappe DocTypes/fields/workflows/permissions needed (Site-linked + permission rules); (2) server-side controllers/validations/background jobs as appropriate; (3) sample data (fixtures/seed data) for a quick demo; (4) at least one Report (query/script report) and one Dashboard/Chart aligned to KPIs (Time-to-remove; % units recovered); (5) minimal tests or smoke checks; (6) short docs/runbook updates. Integrations to stub or mock: POS; inventory; alerts; comms. Risks to mitigate: Public safety. Keep scope tight; do not add extra pages/features beyond the backlog item.
AGR-CEREAL-079,I,Category manager,Assortment Optimization,"This backlog item targets Assortment Optimization in stage I, solving: Assortment doesn�t reflect local demand and substitution patterns. It uses Analytics + Clustering and runs in Propose-only mode, measuring success via Sales lift; OOS reduction and mitigating risks such as Bias with integrations like POS; demographics; planograms.",Analytics + Clustering,Propose-only,Sales lift; OOS reduction,Bias,POS; demographics; planograms,#N/A,You are GitHub Copilot (GPT-5.2) acting as a coding agent in the 'yam_agri_core' repo (Frappe/ERPNext v16). Follow platform rules: Site isolation by default; high-risk actions require QA Manager approval; AI is assistive only (no unsupervised accept/reject/recall/customer comms); never commit secrets. Implement backlog item AGR-CEREAL-079 (Stage I) for users: Category manager. Feature: Assortment Optimization. AI mode: Analytics + Clustering. Actionability: Propose-only. Deliver an MVP that includes: (1) Frappe DocTypes/fields/workflows/permissions needed (Site-linked + permission rules); (2) server-side controllers/validations/background jobs as appropriate; (3) sample data (fixtures/seed data) for a quick demo; (4) at least one Report (query/script report) and one Dashboard/Chart aligned to KPIs (Sales lift; OOS reduction); (5) minimal tests or smoke checks; (6) short docs/runbook updates. Integrations to stub or mock: POS; demographics; planograms. Risks to mitigate: Bias. Keep scope tight; do not add extra pages/features beyond the backlog item.
AGR-CEREAL-080,I,Finance,End-to-End Margin Copilot,"This backlog item targets End-to-End Margin Copilot in stage I, solving: End-to-end margin leakage is impossible to pinpoint fast. It uses Analytics copilot and runs in Read-only mode, measuring success via Margin visibility time; Leakage recovered and mitigating risks such as Reconciliation complexity with integrations like ERP; MES; TMS; POS.",Analytics copilot,Read-only,Margin visibility time; Leakage recovered,Reconciliation complexity,ERP; MES; TMS; POS,#N/A,You are GitHub Copilot (GPT-5.2) acting as a coding agent in the 'yam_agri_core' repo (Frappe/ERPNext v16). Follow platform rules: Site isolation by default; high-risk actions require QA Manager approval; AI is assistive only (no unsupervised accept/reject/recall/customer comms); never commit secrets. Implement backlog item AGR-CEREAL-080 (Stage I) for users: Finance. Feature: End-to-End Margin Copilot. AI mode: Analytics copilot. Actionability: Read-only. Deliver an MVP that includes: (1) Frappe DocTypes/fields/workflows/permissions needed (Site-linked + permission rules); (2) server-side controllers/validations/background jobs as appropriate; (3) sample data (fixtures/seed data) for a quick demo; (4) at least one Report (query/script report) and one Dashboard/Chart aligned to KPIs (Margin visibility time; Leakage recovered); (5) minimal tests or smoke checks; (6) short docs/runbook updates. Integrations to stub or mock: ERP; MES; TMS; POS. Risks to mitigate: Reconciliation complexity. Keep scope tight; do not add extra pages/features beyond the backlog item.
